review_status,doug_checked,carol_checked,exclude,excl_reason,incl_scr,incl_delphi,review_group,term_name,term_label,scr_def,delphi_def,working_def,def_doug,term_description,term_background,eval_methods,team_notes,scr_is_a,scr_relationships,scr_exact_synonym,scr_broad_synonym,delphi_is_a,delphi_relationships,delphi_exact_synonym,delphi_broad_synonym,delphi_see_also,data_visualization_related,obo_id,uri,terms_example,ontology,last_updated,Data quality,version
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,4,multipleUtility,Multiple utility,The ability of a surveillance system to capture information on several hazards; measure of how generic the system is.,The ability of a surveillance system to capture information on several hazards; measure of how generic the system is.,The ability of a surveillance system to capture information on several diseases or health conditions.,"Multi-use: The capability of the surveillance system to serve multiple public health functions or monitor various health conditions simultaneously, maximizing its utility and cost-effectiveness.","Multiple utility describes a surveillance system's capacity to collect information on several hazards, reflecting how generic and adaptable it is. Systems with high multiple utility can support various surveillance objectives, improving cost-effectiveness and overall value. This term is positively linked to acceptability, sustainability, flexibility, and cos. Both realised and potential multiple utility should be assessed to identify opportunities for improvement. Systems with broad, representative designs generally offer greater multiple utility than those narrowly focused on specific risks.",TBD,"An assessment of multiple utility should consider: - What additional information is or could be gathered during sample collection (eg on animal health or husbandry and demographics)? - What other types of samples are or could be collected at the time of sampling? - What other diseases are or could be tested for with the samples collected? - How long are samples stored following testing and could they be used for other purposes (including other research purposes)? For a surveillance system to offer value to other diseases or information needs, the objectives and processes of the system should be aligned to other systems. So it may be expected that more simple systems are likely to have more potential for multiple utility. For example, a simple random survey of holdings, repeated annually and with good coverage and representativeness could be useful for various diseases; whereas a risk-based design aimed at a specific threat may be of limited value for other diseases with differing epidemiology.","Doug prefers multi-use versus multiple utility. Multiple use [to use term for Delphi, not reported concept for scoping]. Multiple hazard is a child/synonym to multiple utility.",attribute,Child: Multiple hazard,multiple hazard,N/A,,Child: Multiple hazard,multiple hazard,N/A,"flexibility, portability","flexibility, portability, interoperability, sustainability, acceptability and engagement, costs",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,13,mutualBenefit,Mutual benefit,The capability of the surveillance system to create opportunities where collaborations can benefit both the system and its partners/collaborators.,The capability of the surveillance system to create opportunities where collaborations can benefit both the system and its partners/collaborators.,The capability of the surveillance system to create opportunities where collaborations can benefit both the system and its partners/collaborators (Yang 2022).,"A system designed with a common aim where relevant information is shared among stakeholders to ensure mutual understanding of objectives, requirements, and data flow. It fosters collaborations that benefit both the surveillance system and its partners by aligning expectations and creating shared value","Mutual Benefit refers to the extent to which all collaborators gain value from participating in the surveillance system. This includes the availability of shared data infrastructure, clarity in roles and responsibilities, and the fostering of trusted relationships. Mutual understanding of privacy, confidentiality, and security processes supports sustained cooperation. Systems that enable data exchange and define partner benefits are more likely to promote long-term collaboration and stakeholder engagement.",TBD,TBD,N/A,attribute,Parent: Collaboration,N/A,N/A,,Parent: Collaboration,N/A,N/A,collaboration,"collaboration, governance, acceptability and engagement, impact",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,8,negativePredictiveValue,Negative predictive value (NPV),The probability that no health event is present given that no health event is detected.,The probability that no health event is present given that no health event is detected.,The probability that no health-related event is present given that no cases are detected.,The probability that individuals identified as not having a disease or condition by the surveillance system truly do not have it.,"Negative predictive value (NPV) reflects the likelihood that a negative surveillance result truly indicates absence of condition, hazard, or event under surveillance. A high NPV suggests few false negatives and supports confidence in the system's ability to rule out threats when no signal is detected. NPV is influenced by the system's sensitivity, specificity, and the prevalence of the condition in the population. IIt applies acros various public health surveillance modalities, including lagroatory, syndomic, environmental, and even-based approaches, and should be considered alongside sensitivity and positive predictive value.",TBD,TBD,To report all for scoping review. To potentially look at the whole group for the Delphi or potentially further collapse some.,attribute,Parent: Evidence quality/ascertainment performance,N/A,N/A,,Parent: Evidence quality/ascertainment performance,N/A,N/A,positive predictive value,"positive predictive value, negative predictive value, sensitivity, specificity",,,,,,,0.1
,FALSE,FALSE,TRUE,Exclude - not reported in PRQ1,FALSE,FALSE,13,,Operational plan,,,TBD,"A detailed framework outlining the day-to-day processes, responsibilities, and resources needed to run the surveillance system effectively.",N/A,,,N/A,,Parent: Collaboration,N/A,N/A,,Parent: Collaboration,N/A,N/A,Governance,Governance,,,,,,,
,FALSE,FALSE,TRUE,Exact synonym,FALSE,FALSE,13,,Partnerships,"Whether long-term formal connections are in place (Haworth-Brockman 2021, Bingle 2005).",N/A,TBD,"The role of formal partnerships, multidisciplinary involvement, and structured collaboration mechanisms in supporting effective surveillance efforts",N/A,,,N/A,,N/A,collaboration,N/A,,N/A,collaboration,N/A,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,pending,TRUE,FALSE,6,performanceMonitoringAndEvaluation,Performance monitoring and evaluation,"The routine use of performance indicators to monitor surveillance system performance, and the periodic use of internal or external evaluations to assess system outputs in relation to stated objectives.",N/A,TBD,N/A,"Performance monitoring and evaluation assesses the extent to which the surveillance system uses performance indicators and scheduled evaluations to track progress, measure effectiveness, and ensure accountability. This includes regular internal monitoring and external assessments of system components, including data quality, timeliness, sensitivity, and stakeholder collaboration. Performance monitoring and evaluation supports system transparency, enables corrective actions, and contributes to long-term improvement. It is closely linked to effectiveness, efficiency, impact, and sustainability.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,N/A,Parent: TBD,N/A,N/A,N/A,"governance, acceptability and engagement",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,4,portability,Portability,The ease with which a surveillance system can be replicated or implemented in a different context or setting.,"The extent to which a surveillance system can be transferred, adapted, and operationalized in other contexts with minimal modification.",How well the system can be duplicated in another setting.,"The ease with which the surveillance system or its components can be transferred, implemented, or adapted to different geographic locations or health contexts.","Portability describes how easily a surveillance system can be adopted or adapted in other settings or jurisdictions. High portability is supported by standardized formats, clear documentation, modular design, and minimal dependence on local infrastructure or specialized personnel. Systems that are portable enable broader uptake, facilitate scalability, and enhance knowledge sharing. Portability is positively associated with attributes such as simplicity, flexibility, and sustainability.",TBD,"Examples should be provided of the deployment of similar systems in other settings, and the experience of those efforts should be described. In the absence of examples, features of the system that might support or detract from portability should be described.",The term generalizability was only identified once in the review and was prior to the use of the term portability. Flexibility (is more internal) and portability (more external) - is likely important to some key stakeholders.,attribute,Parent: TBD,generalizability,N/A,,Parent: TBD,generalizability,N/A,flexibility,"flexibility, interoperability, simplicity",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,9,precision,Precision,"The degree to which a numerical estimate is narrowly defined, typically indicated by the tightness of its confidence interval.","The degree of statistical uncertainty in a numerical estimate, reflected by the narrowness of its confidence interval.","How closely defined a numerical estimate obtained from the study population is. A precise estimate has a narrow confidence interval. Precision is influenced by sample size, the chosen confidence level and data completeness and correctness (Drewe 2015, Hoinville 2013, Muellner 2018, Peyre 2019, Peyre 2022).",,"Precision reflects the level of statistical uncertainty around an estimate, with narrower confidence intervals indicating higher precision. It is influenced by sample size, confidence level, variability in the data, and overall data quality. Precision is important for interpreting the reliability of surveillance indicators and comparing system performance over time or across regions.",TBD,Evaluation of statistical stability (precision) involves calculation of relative standard error of the primary estimate,"Precision is data quality - to include in scoping review, see whether or not it stick for the Delphi.",attribute,"Parent: Data quality, Child: Confidence",N/A,"repeatability, consistency",,"Parent: Data quality, Child: Confidence",N/A,"repeatability, consistency","accuracy, bias","accuracy, data quality, consistency, repeatability",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,8,positivePredicitiveValue,Positive predictive value (PPV),The proportion of reported cases that actually have the health-related event under surveillance.,The proportion of reported cases that actually have the health-related event under surveillance,The proportion of reported cases that actually have the health-related event under surveillance.,"The proportion of reported cases that actually have the health condition under surveillance, indicating the system's efficiency in identifying true positive cases.","Positive Predictive Value (PPV) is the proportion of cases identified by a surveillance system that are true cases. A high PPV indicates fewer false positives, which helps minimize unnecessary investigtations and conserves resources. PPV is influenced by the specificity and sensitivity of case definitions, as well as the prevalence of the condition in the population. As sensitivity and PPV approach 100%, a system is more likely to be representative of the population with the event under surveillance. However, as sensitivity increases, PPV may decrease; therefore, a balance should be maintained between prioritizing early detection and accuracy. PPV may also influenced by data quality, communication, and reporting practices.",TBD,"To assess PVP, external data sources, such as medical records, health claims, or registries, are often used as benchmarks to verify the true cases identified by the surveillance system. The assessment of sensitivity and of PVP provide different perspectives regarding how well the system is operating. Depending on the objectives of the public health surveillance system, assessing PVP whenever sensitivity has been assessed might be necessary (47-50,53 ). In this report, PVP is represented by A/(A+B) (Table 3). Evaluating Positive Predictive Value (PVP) involves assessing the accuracy of case detection and outbreak identification based on reported data. This can be done on two levels: individual case detection and epidemic detection. For case detection, the PVP is determined by confirming reported cases through investigation and comparing the number of true cases to the total number of reported cases. This requires keeping records of all interventions triggered by the surveillance system, such as the number of case investigations conducted and the proportion of cases confirmed. For epidemic detection, the PVP is assessed by evaluating the proportion of detected outbreaks that are true epidemics. This can involve reviewing personnel activity reports, travel records, and telephone logbooks to determine if resources are being misdirected due to false-positive case reports. Additionally, external data sources, such as medical records or registries, may be used to validate reported cases and improve the accuracy of PVP calculations. To obtain a comprehensive understanding, it may be necessary to assess PVP for different data sources, system data fields, and specific health-related events. Regular analysis of these factors ensures that the system effectively uses resources and minimizes the impact of false-positive results.",To report all for scoping review. To potentially look at the whole group for the Delphi or potentially further collapse some.,attribute,Parent: Evidence quality/ascertainment performance,N/A,sensitivity,,Parent: Evidence quality/ascertainment performance,N/A,sensitivity,negative predictive value,"negative predictive value, positive predictive value, sensitivity, specificity",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,TBD,preparedness,Preparedness,Preparedness corresponds to the set of actions that are taken as precautionary measures in the face of potential hazard-related issues.,"Preparedness corresponds to the set of actions that are taken as precautionary measures in the face of potential hazard-related issues. These actions can include written procedures, the resources available and training for emergency action.","Preparedness corresponds to the set of actions that are taken as precautionary measures in the face of potential hazard-related issues. These actions can include written procedures, the resources available and training for emergency action (Tegegne 2023).","The set of actions that are taken as precautionary measures in the face of potential hazard-related issues (including written procedures, the resources available and training for emergency action)","Preparedness refers to the extent to which a surveillance system is equipped to respond effectively to public health emergencies. This includes having written procedures, emergency trained personnel, and readily available resources to support timely action. A well-prepared system can detect, report, and respond to emerging threats quickly and efficiently. The preparedness term is closely linked to timeliness, stability, and sustainability, as it depends on ongoing capacity, planning, and coordination.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,N/A,"ability to continue tracking an event, timeliness, stability, sustainability",,,,,,,0.1
Consensus [Reviewed],FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,6,,Privacy,,,TBD,N/A,N/A,,,N/A,,Parent: Security,N/A,Confidentiality,,Parent: Security,N/A,Confidentiality,N/A,N/A,,,,,,,
Not reported in PRQ1,FALSE,FALSE,TRUE,Exclude - not reported in PRQ1,FALSE,FALSE,6,,QA/QI intensity,,,TBD,The rigor and frequency of quality assurance and quality improvement activities implemented to maintain and enhance the surveillance system's performance.,N/A,,,N/A,,Parent: Adherence,N/A,N/A,,Parent: Adherence,N/A,N/A,N/A,N/A,,,,,,,
Reviewed - finalization pending discussion of ascertainment performance,TRUE,TRUE,FALSE,N/A,TRUE,TRUE,TBD,relevance,Relevance,The degree to which functions and activities in the surveillance system are relevant to its objectives and priorities.,The degree to which functions and activities in the surveillance system are relevant to its objectives and priorities.,TBD,"The degree to which the surveillance system's outputs and activities meet its intended goals, stakeholder expectations, and the specific context in which it operates. It is about how pertinent and meaningful the data or results are for the system’s objectives, ensuring that the right information is being collected and used effectively.","Relevance assesses how well a surveillance system’s functions, activities, and data align with its objectives, priorities, and user needs. It examines whether the system addresses key data gaps, supports decision-making, and reflects epidemiological, socio-political, and economic contexts. Relevance also involves ensuring collaborative activities (e.g., sampling, lab testing, data sharing) match the system’s goals and stakeholder expectations. High relevance enhances system usefulness, acceptability, and sustainability by focusing resources on priority surveillance needs.",TBD,Evaluation considers if unnecessary data collection is minimized and if performance indicators are linked to objectives.,"To keep relevance as a separate concept - to be within the overview section with effectives, impact, benefits, etc.",attribute,"Parent: TBD, Child: N/A",pertienence,N/A,,"Parent: TBD, Child: N/A",pertienence,N/A,"effectivness, usefulness","effectivness, usefulness, usability, impact, benefits, mutual benefit, acceptability and engagement",,,,,,System use,0.1
Consensus,FALSE,FALSE,TRUE,pending,FALSE,FALSE,9,,Reliability,"The ability to collect, manage, and provide data without failure (Azofeifa 2018, Groseclose 2010, Groseclose 2013, Groseclose 2017, Marbus 2020).",,TBD,The consistency and dependability of the surveillance system in producing accurate and timely data over time and across different settings or conditions.,N/A,,,N/A,,Parent: Stability,N/A,N/A,,Parent: Stability,N/A,N/A,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,pending,TRUE,FALSE,TBD,redundancy,Redundancy,The ability of the surveillance system to operate in the face of component loss or degradation.,N/A,"The system redundancy attribute measures the ability of the biosurveillance model or system to operate in the face of component loss or degradation. These components compose the set of requirements for event-based biosurveillance function and could include staff, information technology infrastructure, data inputs, or interagency agreements, and so forth. Without system redundancy, the loss of any one of these components would negatively affect event-based biosurveillance performance (Corley 2012).",N/A,"Redundancy refers to the presence of backup systems or components—such as staff, IT infrastructure, data sources, or interagency agreements—that ensure continued surveillance operations if one part fails. It supports system stability and resilience, allowing for uninterrupted performance during disruptions. Without redundancy, the failure of a single component can compromise data collection, analysis, or reporting. Redundancy is closely related to stability, robustness, and sustainability, as it enhances the system’s ability to maintain functionality and deliver reliable outputs under various conditions.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,N/A,Parent: TBD,N/A,N/A,N/A,"flexibility, portability, stability, robustness, sustainability, data collection, data analysis, data management and storage",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,9,repeatability,Repeatability,How consistently the study results can be reproduced over time.,How consistently the study results can be reproduced over time.,TBD,N/A,"Repeatability is a key concept in validating diagnostic tests and is closely tied to precision. In the context of a surveillance system, it also relates to the terms/attributes of historical data, stability, and sustainability. A surveillance system that excels in repeatability generates data that can be consistently compared across years, with clear documentation of any changes in data collection methods or variables over time. This ensures that variations in the data are well-understood and attributable to actual trends rather than inconsistencies in data collection, facilitating accurate longitudinal analysis and comparison.",TBD,"One might consider changes to legislation; changes to diagnostic methods, including improvements of adoption of new technology; changes to surveillance design; or influences on disease reporting behaviour in passive surveillance activities. - How have these impacted on the comparability of surveillance data over the time period of interest? - Have these influences been identified and examined and can they be accommodated in interpretation of the surveillance data?","Consistency is in data quality, it may come up under ascertainment performance as well - will have to see (or term could be cross-validation, etc.) - working definitions 2 and 3 may be the AP definition. Use specific epidemiology terms for AP. To also review STARD (standard for ascertainment performance classification for epi/health sciences - diagnostic accuracy studies) and RECORD for determining the best term to use with well established standards with different meanings. Consistency and repeatability are both measures of concordance - synonyms?",attribute,Parent: Data quality,,"consistency, precision",,Parent: Data quality,,"consistency, precision",N/A,"precision, historical data, stability and sustainability (Peyre 2019), accuracy, data quality, consistency",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,7,representativeness,Representativeness,"The extent to which data adequately represent the population under surveillance and relevant sub-populations by time, place, population demographics and socio-demographics.","The extent to which data adequately represent the population under surveillance and relevant sub-populations by time, place, population demographics and socio-demographics.","The extent to which data adequately represent the population under surveillance and relevant sub-populations by time, place, population demographics and socio-demographics.",The extent to which the data collected by the surveillance system accurately reflect the characteristics of the target population and the distribution of the health event under surveillance.,"Representativeness refers to how well surveillance data reflect the characteristics of the population of interest, allowing findings to be generalized without systematic bias. It considers factors like geography, demographics, and clinical presentation. While sensitivity focuses on detecting cases, representativeness ensures that the distribution of cases mirrors reality. High coverage across regions and groups supports inclusivity, while limited or uneven data can lead to selection or ascertainment bias. The representativeness of a surveillance system is related to both coverage and bias. Representativeness is also closely linked to terms such as sensitivity, precision, and data quality, and is essential for drawing accurate conclusions and informing effective public health planning.",TBD,TBD,"Definition encompasses equity-related data. Development from CDC definition as it includes by time, population demographics and socio-demographics. Representativeness and coverage separate for scoping, maybe combine for Delphi? To include coverage - to be useful for ES. Representativeness represents human health more. Coverage represents animal and One Health more. To review completeness with respect to coverage to see if there is any overlap on a system-level.",attribute,Parent: TBD,N/A,coverage?,,Parent: TBD,N/A,coverage?,coverage,"bias, coverage, equity data, data quality, data collection, granularity, sensitivity, precision",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,10,responsiveness,Responsiveness (processes),Responsiveness refers to the system's ability to promptly address user requests and the willingness of support staff to assist with inquiries and provide necessary services.,Responsiveness refers to the system's ability to promptly address user requests and the willingness of support staff to assist with inquiries and provide necessary services.,Do users receive prompt service when requesting assistance on the system?; Do users report that system support staff are willing to respond to user questions and to provide support services? (Groseclose 2010).,The system's ability to provide timely and effective assistance to users.,"Responsiveness measures how quickly and effectively a surveillance system addresses user requests and support needs. It reflects the willingness and ability of staff to assist with inquiries, troubleshoot issues, and provide necessary services. High responsiveness supports timely data reporting, improves user satisfaction, and enhances system acceptability.  Responsiveness is closely linked to timeliness and acceptability, ensuring the system remains user-friendly and operationally efficient.",TBD,"Evaluation includes user feedback on response times and support quality, as well as tracking the availability and effectiveness of help resources.",N/A,attribute,Parent: TBD,N/A,,,Parent: TBD,N/A,,N/A,"governance, acceptability and engagement, communication and dissemination",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,9,robustness,Robustness,The ability of the surveillance system to produce acceptable outcomes over a range of assumptions about uncertainty by maximising the reliability of an adequate outcome.,The ability of the surveillance system to produce acceptable outcomes over a range of assumptions about uncertainty by maximising the reliability of an adequate outcome.,TBD,"The system's ability to maintain accuracy and fidelity in reproducing real-world features, even when significant departures from its assumptions occur. It also refers to the system’s capacity to deliver reliable and acceptable outcomes across a range of uncertain conditions by optimizing performance despite variations in underlying assumptions or data inputs.



The ability of an event-based biosurveillance system to maintain accuracy and fidelity in reproducing real-world features, even when significant departures from its assumptions occur. It also refers to the system’s capacity to deliver reliable and acceptable outcomes across a range of uncertain conditions by optimizing performance despite variations in underlying assumptions or data inputs.



The system’s ability to deliver reliable and acceptable outcomes across a range of uncertain conditions by optimizing performance despite variations in underlying assumptions or data inputs



","Robustness refers to a surveillance system's ability to consistently generate reliable results over time, even under varying conditions and uncertainties. It ensures stable, accurate outcomes regardless of environmental or data changes. Robust systems are closely linked to precision, as both require dependable results. Additionally, robustness ties into consistency, flexibility, and portability, allowing the system to adapt to diverse contexts. A robust surveillance system is crucial for providing reliable data that supports long-term public health decisions and interventions, making it vital for effective and sustainable public health responses.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,N/A,"consistency, accuracy, repeatbility, precision, flexibility, portability, usability",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,6,security,Security,"The privacy and data confidentiality measures required to prevent surveillance data compromise, based on relevant standards and guidelines.","The measures to protect the confidentiality, integrity, and availability of surveillance data (and information) throughout the data lifecycle.",TBD,"The measures and protocols in place to protect surveillance data from unauthorized access, breaches, or misuse, ensuring confidentiality and integrity of sensitive health information.",Security in a surveillance system involves safeguarding the privacy and confidentiality of data to prevent unauthorized access or breaches. Security measures should be reviewed regularly and adapted to emerging threats. Strong security practices ensures data integrity and builds trust between actors/stakeholders of the surveillance system.,TBD,Surveillance system security policies and practices should be reviewed to ensure that security levels and procedures for surveillance system data or system access are defined and enforced; data use and release policy and protocol is available; and access to the surveillance system software application is controlled.,Security is the term (privacy and confidentiality encompassed within),attribute,"Parent: TBD, Child: Privacy, confidentiality",N/A,N/A,,"Parent: TBD, Child: Privacy, confidentiality",N/A,N/A,N/A,"adherence, compliance, governance, technical competence and training, collaboration",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,8,sensitivity,Sensitivity,The system’s ability to accurately identify and capture all true cases or events of interest within the target population,The system’s ability to accurately identify and capture all true cases or events of interest within the target population,TBD,"The ability of the surveillance system to correctly identify and capture true cases or events of interest, minimizing false negatives.","Sensitivity can be assessed at three levels: Case detection sensitivity – the proportion of actual cases (individuals or herds) with the condition that are correctly identified by the system; Outbreak detection sensitivity – the likelihood that the system will detect a significant increase in disease incidence, provided a clear definition of an outbreak exists; and Presence detection sensitivity – the probability that the system will detect the disease if it is present at or above a specified prevalence level in the population.",TBD,TBD,To use a public health definition for sensitivity and specificity - when in doubt use public health epidemiology definitions. To use a public health definition for sensitivity and specificity - when in doubt use public health epidemiology definitions.,attribute,Parent: Evidence quality/ascertainment performance,"recall (Morbey 2021), completeness (Groseclose 2010)",positive predictive value,,Parent: Evidence quality/ascertainment performance,"recall (Morbey 2021), completeness (Groseclose 2010)",positive predictive value,specificity,"specificity, positive predictive value, negative predicitve value, bias, representativeness, case definition",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,TBD,simplicity,Simplicity,"Refers to the surveillance system structure, ease of operation, and flow of data through the system.","The surveillance system structure, ease of operation, and flow of data through the system.","Refers to the surveillance system structure, ease of operation and flow of data through the system.","The ease of operation of the surveillance system with respect to its structure, complexity, and resource requirements for data collection, management, and analysis.","Simplicity should be inherent in the system as a whole, as well as each component (case definition, reporting procedures, etc.), to make it easy to understand and implement. In general, a surveillance system should be as simple as possible while still meeting its objectives. A simple system typically enhances flexibility, reduces resource requirements, and contributes to better timeliness. Simplicity also positively influences acceptability and engagement, as actors/stakeholders are more likely to adopt and participate in a system that is easy to use and understand. Simplicity also supports sustainability by easing training, maintenance, and management, ultimately leading to more accurate and comprehensive data.",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,N/A,"flexibility, portability, acceptability and engagement, timeliness, efficiency",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,8,specificity,Specificity,The proportion of cases correctly identified by the system as not having the health-related event under surveillance.,The proportion of cases correctly identified by the system as not having the health-related event under surveillance.,The proportion of cases correctly identified by the system as not having the health-related event under surveillance.,"The ability of the surveillance system to correctly identify individuals or events that do not have the condition under surveillance, minimizing false positives.","Specificity refers to a surveillance system’s ability to correctly identify non-cases, minimizing false positives. It complements sensitivity by ensuring that resources are not wasted on investigating non-events. High specificity is especially important in outbreak detection and in systems monitoring rare or high-impact conditions. It reduces false alarms, conserving time and funding. Specificity is influenced by factors such as case definitions and population denominators. In some contexts, a trade-off with sensitivity may be acceptable to avoid missing critical threats.",TBD,TBD,To report all for scoping review. To potentially look at the whole group for the Delphi or potentially further collapse some. To use a public health definition for sensitivity and specificity - when in doubt use public health epidemiology definitions.,attribute,Parent: Evidence quality/ascertainment performance,N/A,N/A,,Parent: Evidence quality/ascertainment performance,N/A,N/A,"false-alarm rate, sensitivity","False-alarm rate, sensitivity, positive predictive value, negative predictive value",,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,10,stability,Stability,"Stability refers to the reliability (ie, the ability to collect,manage, and provide data without failure) and availability (the ability to operate when needed) of the public health surveillancesystem.","The reliability (ie, the ability to collect,manage, and provide data without failure) and availability (the ability to operate when needed) of the public health surveillancesystem.","Ability of the surveillance system to be operational and provide surveillance products reliably and stably (without failure), OR Refers to the system's reliability (ability to collect, manage, and provide data without failure) and availability (ability to be operational when needed).","The reliability and consistency of the surveillance system's performance over time, including its ability to collect, manage, and provide data without failure.","Stability refers to the system’s ability to consistently operate and deliver results over time, even under stress or changing conditions. It includes reliability, availability, and resilience to disruptions. Stability depends on factors such as workforce capacity, secure funding, legal frameworks, and continuity plans. It is positively correlated with sustainability and acceptability.",TBD,"Measures for determining stability can include the number or duration of unscheduled outages of the information system(s) supporting the surveillance system; the comparison of the desired and actual amount of time or resources required for the system to collect, manage, analyze, interpret, and release data from the system; or the presence or absence of continuity of operations procedures intended to maintain system performance. This attribute can be measured retrospectively by 1. Looking at the incidence of minor and major faults over a defined period of time or 2. Giving a measure of the proportion of time that the system is fully functional Assessment of this attribute will benefit from consultation with those involved in the generation, management and analysis of surveillance data. If performance indicators have been implemented in the surveillance process, historical data from these will give a good insight into the ongoing functioning of the system.","Working definition 3 referring to stability of case definition/ ascertainment performance. Stability would be the term name, stability (operations)? To have a more elaborate definition for Delphi.
",attribute,"Parent: TBD, Child: TBD","ability to contrinue tracking an event (sub-attribute), reliability, availability",N/A,,"Parent: TBD, Child: Reliability, availability, ability to continue tracking an event","ability to contrinue tracking an event (sub-attribute), reliability, availability",N/A,sustainability,"sustainability, robustness, interoperability",,,,,,,0.1
Consensus [Reviewed],FALSE,FALSE,TRUE,Synonym/sub-attribute,FALSE,FALSE,6,,Standards use,"Use of data exchange, messaging, or other information technology standards by a surveillance system that enhances the ability of the system and its software applications to communicate, exchange data, and use the information that has been exchanged (Groseclose 2017).",,"Use of data exchange, messaging, or other information technology standards by a surveillance system that enhances the ability of the system and its software applications to communicate, exchange data, and use the information that has been exchanged.","The adoption and implementation of recognized data standards, protocols, and best practices in the design and operation of the surveillance system.",N/A,,,Could group or report separately for scoping review,,Parent: Adherence,N/A,Adherence,,Parent: Adherence,N/A,Adherence,N/A,N/A,,,,,,,
Review pending,FALSE,TRUE,FALSE,N/A,TRUE,TRUE,10,sustainability,Sustainability,The ability of the surveillance system to be ongoing in the long term.,The ability of the surveillance system to be ongoing in the long term.,"Sustainability: The robustness and ability of the system to be ongoing in the long term. 

Sustainability: The system is able to sustain itself with adequate financial, human and material resources.","The long-term viability of the surveillance system, considering financial, technical, and human resource requirements for continued operation and relevance.","Sustainability refers to the system’s ability to operate effectively over time with consistent support. This includes having skilled personnel, sufficient laboratory capacity for timely sample processing, and clearly defined responsibilities for resource provision. Resources should align with current operational needs. Sustainability is closely linked to usefulness and timeliness, emphasizing practical procedures, adequate budgeting, and long-term system maintenance. It is dependednt on the continued engagement from stakeholders/actors involved in core surveillance functions, as well as the acceptability of end-users of the surveillance system.",TBD,TBD,"Three main challenges are sustainability, measurement variability, multidisciplinary. Finance, political will, return on investment, acceptability. To report stability and sustainability for the scoping review.",attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,"stability, feasability,","stability, robustness, interoperability, flexibility, acceptability and engagement, technical competence and training, cost, benefits, efficiency, impact, usefulness",,,,,,,0.1
Review pending,FALSE,FALSE,FALSE,pending,TRUE,TRUE,TBD,systemDescription,System description,TBD,TBD,TBD,N/A,N/A,TBD,TBD,N/A,attribute,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,0.1
Review pending,FALSE,TRUE,FALSE,pending,TRUE,TRUE,TBD,technicalCompetenceAndTraining,Technical competence and training,"Refers to the technical skills of the personnel involved in the surveillance system, including access to relevant training.","Refers to the technical skills of the personnel involved in the surveillance system, including access to relevant training.","Technical skills of the personnel involved in the surveillance system, including access to relevant training (Muellner 2018).","The combination of technical skills and the readiness of technology for operational use in surveillance systems. It involves providing relevant initial and ongoing training to ensure that personnel can effectively implement and maintain the system. This includes the assessment of technology maturity (technology readiness levels) and continuous skill development, which leads to improved system performance, enhanced data quality, and increased knowledge of surveillance functions.","The combination of the technical skills, knowledge, and capacities required by personnel to effectively implement and sustain a surveillance system, supported by access to appropriate initial and ongoing training programs. It encompasses the ability to perform system functions accurately, ensure data quality, and engage in collaborative activities, thereby enhancing the overall performance and reliability of the surveillance system",TBD,TBD,N/A,attribute,Parent: TBD,N/A,N/A,,Parent: TBD,N/A,N/A,laboratory and sample management,"laboratory and sample management, accuracy, adherence, data collection, data analysis, data management and storage",,,,,,,0.1
