id,theme_code,covidence_num,reported_concept_id,zotero_citation_key,study_id,year,reported_concept_parent,extracted_field,extracted_category,reported_concept,domain_code,sub_domain_code,mapped_parent_term,parent_domain,attribute_sequence_with_versioning,[ARCHIVE - no variable] reported_concept_def,reported_concept_def,notes,domain_notes,concept_eval_methods,concept_meas_consid,concept_eval_criteria,concept_is_primary,extraction_confidence,source_synonyms,scr_term,delphi_term,scr_group,scr_subgroup,scr_attribute,consensus_attribute,scr_criteria,scr_status,consensus_theme,consensus_domain,consensus_sub-domain,consensus_criteria,related_concept
675,5,914,RC_C914_D02_SD00_A08,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Operational Level,Z_Additional_Theme_21,Attribute,Collaboration for communication to surveillance actors,,,#N/A,,10,"Collaboration for communication to surveillance actors: Implementation of appropriate collaborative activities for communication of surveillance results to surveillance actors (ex: joint inter-sectoral website, joint inter-sectoral meetings, etc).","Collaboration for communication to surveillance actors: Implementation of appropriate collaborative activities for communication of surveillance results to surveillance actors (ex: joint inter-sectoral website, joint inter-sectoral meetings, etc).", ,,N/A,N/A,"67. Relevance of the collaborative activities for communication of surveillance results to surveillance actors, regarding the collaborative modalities and context; 
68. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for communication of surveillance results to surveillance actors, to meet the collaborative objective(s); 
69. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for communication of surveillance results to surveillance actors. ",,,N/A,collaboration,collaboration,Functional attributes,System function attributes,Collaboration,partnership,Communication,Pending,Collaboration,Operations actors ,One Health,Communication,Pending
685,5,914,RC_C914_D02_SD00_A09,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Operational Level,Z_Additional_Theme_22,Attribute,Collaboration for external communication,,,#N/A,,11,"Collaboration for external communication: Implementation of appropriate collaborative activities for external communication of surveillance results (ex: joint inter-sectoral website, joint reports, etc).","Collaboration for external communication: Implementation of appropriate collaborative activities for external communication of surveillance results (ex: joint inter-sectoral website, joint reports, etc).", ,,N/A,N/A,"70. Relevance of the collaborative activities for external communication of surveillance results regarding the collaborative modalities and context;
71. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for external communication of surveillance results to meet the collaborative objective(s); 
72. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for external communication of surveillance results.",,,N/A,collaboration,collaboration,Functional attributes,System function attributes,Collaboration,partnership,Communication,Pending,Collaboration,Operations actors ,One Health,Communication,Pending
691,5,914,RC_C914_D02_SD00_A10,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Operational Level,Z_Additional_Theme_23,Attribute,Collaboration for dissemination to beneficiaries,,,#N/A,,12,"Collaboration for dissemination to beneficiaries: Implementation of appropriate collaborative activities for dissemination of surveillance results to beneficiaries (ex: joint inter-sectoral reporting to decision-makers, inter-sectoral platform for knowledge transfer, etc.).","Collaboration for dissemination to beneficiaries: Implementation of appropriate collaborative activities for dissemination of surveillance results to beneficiaries (ex: joint inter-sectoral reporting to decision-makers, inter-sectoral platform for knowledge transfer, etc.).", ,,N/A,N/A,"73. Relevance of the collaborative activities for dissemination of surveillance results regarding the collaborative modalities and context; 
74. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for dissemination of surveillance results to meet the collaborative objective(s); 
75. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for dissemination of surveillance results",,,N/A,collaboration,collaboration,Functional attributes,System function attributes,Collaboration,partnership,Communication,Pending,Collaboration,Operations actors ,One Health,Communication,Pending
610,5,914,RC_C914_D01_SD00_A13,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_13,Attribute,Engagement,,,#N/A,,1,"Engagement: Engagement of actors in their assigned areas of action, role and responsibilities in the multi-sectoral surveillance system","Engagement: Engagement of actors in their assigned areas of action, role and responsibilities in the multi-sectoral surveillance system", ,,N/A,N/A,"45. Engagement of actors in their assigned areas of action, role and responsibilities in the multi-sectoral surveillance system",,,Participation,engagement,acceptabilityAndEngagement,Functional attributes,System function attributes,Acceptability and engagement (also known as participation),acceptability,Engagement,Pending,Collaboration,Operations actors ,N/A,N/A,Pending
720,5,914,RC_C914_D03_SD00_A06,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_28,Attribute,Adaptability,,,#N/A,,2,"Adaptability: Collaboration can adapt and evolve upon changes in governance modalities, knowledge and context.","Adaptability: Collaboration can adapt and evolve upon changes in governance modalities, knowledge and context.","Collaboration adaptability: Collaboration can adapt and evolve upon changes in governance modalities, knowledge and context.",,N/A,N/A,"19. Operationality of mechanism(s) for steering collaboration including the capacity to advocate for change; 
20. Existence of appropriate feed-back loop in mechanism(s) for steering collaboration; 
24. Operationality of mechanism(s) for coordinating collaboration including the capacity to advocate change; 
25. Existence of appropriate feed-back loop in mechanism(s) for coordinating collaboration; 
29. Operationality of mechanism(s) for supporting scientifically and technically collaboration including the capacity to advocate for change; 
30. Existence of appropriate feedback loop for supporting scientifically and technically collaboration; 
41. Existence and relevance of specific performance indicators of collaboration routinely used; 
42. Existence of periodic external evaluation of collaboration or of the multi-sectoral surveillance system (including evaluation of collaboration); 
43. Existence of periodic internal evaluation of collaboration or of the multi-sectoral surveillance system (including evaluation of collaboration); 
44. Implementation of corrective measures, if deemed necessary following performance monitoring and evaluation results",,,Pending,flexibility,flexibility,Functional attributes,System function attributes,Collaboration,partnership,Adaptability,Pending,Collaboration,Operations actors ,Pending,"learning, growth, adaptablity",Pending
387,5,914,RC_C914_D01_SD00_A01,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_ Additional_Theme_01,Attribute,Formalisation and endorsement of the collaborative surveillance strategy,,,#N/A,,2,"Formalisation and endorsement of the collaborative surveillance strategy: Formalisation of the rationale, objective(s) and purpose of collaboration for the multi-sectoral surveillance system as well as the surveillance actors' area of actions and endorsement by relevant stakeholders involved from all sectors, disciplines and decision-making scales.","Formalisation and endorsement of the collaborative surveillance strategy: Formalisation of the rationale, objective(s) and purpose of collaboration for the multi-sectoral surveillance system as well as the surveillance actors' area of actions and endorsement by relevant stakeholders involved from all sectors, disciplines and decision-making scales.", ,,N/A,N/A,"1. Formalisation of rationale behind the willingness to collaborate for surveillance. 
2. Formalisation of the objective(s) and purpose of collaboration for surveillance. 
3. Formalisation of the surveillance actor's areas of action in the multi-sectoral surveillance system, i.e. the tasks they are assigned regarding collaboration and coordination of sectoral surveillance. 
4. Endorsement of the documents where the rationale, the objective(s) and purpose of collaboration, and the areas of actions by relevant stakeholders from different sectors, disciplines and decision scales involved.",,,Pending,governance,governance,Organizational attributes,System function attributes,Governance,N/A,"Formalisation and endorsement of the collaborative surveillance strategy: Formalisation of the rationale, objective(s) and purpose of collaboration for the multi-sectoral surveillance system as well as the surveillance actors' area of actions and endorsement by relevant stakeholders involved from all sectors, disciplines and decision-making scales.",Pending,Collaboration,Operations actors ,Pending,Pending,Pending
461,5,914,RC_C914_D01_SD00_A03,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_03,Attribute,Formalisation of collaborative modalities,,,#N/A,,3,"Formalisation of collaborative modalities: Description of collaboration in terms of modalities (area and degree of collaboration), and role and responsibilities of surveillance actors.","Formalisation of collaborative modalities: Description of collaboration in terms of modalities (area and degree of collaboration), and role and responsibilities of surveillance actors.", ,,N/A,N/A,"8. Formalisation of the collaborative modalities, i.e. the area of collaboration (steps of the surveillance process) and the degree of collaboration; 
9. Formalisation of roles and responsibilities of actors involved in collaborative modalities; 
10. Endorsement of the documents -formalising collaborative modalities, and role and responsibilities of surveillance actors involved- by all stakeholders from different sectors, disciplines and decision scales involved OR consistency of documents' contents across the institutions.
",,,Pending,governance,governance,Organizational attributes,System function attributes,Governance,N/A,"Formalisation of collaborative modalities: Description of collaboration in terms of modalities (area and degree of collaboration), and role and responsibilities of surveillance actors.",Pending,Collaboration,Operations actors ,Pending,Pending,Pending
485,5,914,RC_C914_D01_SD00_A04,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_04,Attribute,Relevance of collaborative modalities,,,#N/A,,4,Relevance of collaborative modalities:Relevance of the collaborative modalities (area and degree of collaboration) across the different dimensions regarding collaborative objective(s) and context (including sectoral surveillance capacities),Relevance of collaborative modalities:Relevance of the collaborative modalities (area and degree of collaboration) across the different dimensions regarding collaborative objective(s) and context (including sectoral surveillance capacities), ,,N/A,N/A,11. Relevance of the collaborative modalities regarding the collaborative objective(s) and context (including sectoral surveillance capacities),,,exclude,governance,governance,Organizational attributes,Support function attributes,Governance,exclude,Relevance of collaborative modalities,Pending,exclude,exclude,exclude,exclude,exclude
522,5,914,RC_C914_D01_SD00_A06,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_06,Attribute,Governance of resources for collaboration,,,#N/A,,5,Governance of resources for collaboration: Definition of resource allocation mechanisms in the collaborative strategy and allocation of relevant resources for the implementation of collaborative modalities.,Governance of resources for collaboration: Definition of resource allocation mechanisms in the collaborative strategy and allocation of relevant resources for the implementation of collaborative modalities., ,,N/A,N/A,"14. Definition of specific mechanisms for financial, material and human resources allocation in the collaborative strategy.; 
15. Allocation of relevant financial, material and human resources for the implementation of collaborative modalities.; 
16. Adequation between areas of action, and roles and responsibilities assigned in the multi-sectoral surveillance system (collaborative and sectoral activities) regarding professional competencies.",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Governance of resources for collaboration,Pending,Collaboration,Operations actors ,Pending,Governance of resources for collaboration,Pending
542,5,914,RC_C914_D01_SD00_A07,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_07,Attribute,Mechanism(s) for steering collaboration,,,#N/A,,6,"Mechanism(s) for steering collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, for steering collaboration in the multi-sectoral surveillance system.","Mechanism(s) for steering collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, for steering collaboration in the multi-sectoral surveillance system.", ,,N/A,N/A,"17. Existence and formalisation of mechanism(s) for steering collaboration in the multi-sectoral surveillance system.; 
18. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the steering mechanism(s) for collaboration (inclusion, participation and appropriate voice).; 
19. Operationality of mechanism(s) for steering collaboration including the capacity to advocate for change.; 
20. Existence of appropriate feed-back loop in mechanism(s) for steering collaboration.; 
21. Availability of all appropriate resources to support mechanism(s) for steering collaboration. ",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Mechanism(s) for steering collaboration,Pending,Collaboration,Operations actors ,N/A,Mechanism(s) for steering collaboration,Pending
557,5,914,RC_C914_D01_SD00_A08,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_08,Attribute,Mechanism(s) for coordinating collaboration,,,#N/A,,7,"Mechanism(s) for coordinating collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, for coordinating collaboration in the multi-sectoral surveillance system.","Mechanism(s) for coordinating collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, for coordinating collaboration in the multi-sectoral surveillance system.", ,,N/A,N/A,"22. Existence and formalisation of mechanism(s) for coordinating collaboration in the multi-sectoral surveillance system; 
23. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the coordinating mechanism(s) for collaboration (inclusion, participation and appropriate voice); 
24. Operationality of mechanism(s) for coordinating collaboration including the capacity to advocate change; 
25. Existence of appropriate feed-back loop in mechanism(s) for coordinating collaboration; 
26. Availability of all appropriate resources to support mechanism(s) for coordinating collaboration.",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Mechanism(s) for coordinating collaboration,Pending,Collaboration,Operations actors ,N/A,Mechanism(s) for coordinating collaboration,Pending
574,5,914,RC_C914_D01_SD00_A09,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_09,Attribute,Mechanism(s) for technically and scientifically supporting collaboration,,,#N/A,,8,"Mechanism(s) for technically and scientifically supporting collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, to technically and scientifically support collaboration in the multi-sectoral surveillance system.","Mechanism(s) for technically and scientifically supporting collaboration: Existence of appropriate and functional mechanism(s), including feed-back loop, to technically and scientifically support collaboration in the multi-sectoral surveillance system.", ,,N/A,N/A,"27. Existence and formalisation of mechanism(s) for supporting scientifically and technically collaboration in the multi-sectoral surveillance system.; 
28. Representativeness of all appropriate actors from relevant sectors, decisions scales and disciplines for supporting scientifically and technically collaboration (inclusion, participation and appropriate voice).; 
29. Operationality of mechanism(s) for supporting scientifically and technically collaboration including the capacity to advocate for change.; 
30. Existence of appropriate feedback loop for supporting scientifically and technically collaboration. ",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Mechanism(s) for technically and scientifically supporting collaboration,Pending,Collaboration,Operations actors ,N/A,Mechanism(s) for technically and scientifically supporting collaboration,Pending
584,5,914,RC_C914_D01_SD00_A11,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_11,Attribute,Information and communication,,,#N/A,,9,"Information and communication: Appropriate information production, management and communication.","Information and communication: Appropriate information production, management and communication.", ,,N/A,N/A,"37. Existence of an institutional memory including all information related to the rationale of collaboration, to the organisation and functioning of the multi-sectoral surveillance system and to the outputs of the multi-sectoral surveillance system; 
38. Accessibility of the institutional memory to surveillance actors and end-users; 
39. Relevance of the information produced by multi-sectoral surveillance system regarding the collaborative objective(s); 
40. Appropriateness of the communication (both in terms of content and means) of the information produced by the multi-sectoral surveillance system to surveillance actors and end users.",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Institutional memory; relevance (collaboration; internal communication and dissemination; external communication and dissemination,Pending,Collaboration,Operations actors ,Pending,Institutional memory; relevance (collaboration; internal communication and dissemination; external communication and dissemination,Pending
711,5,914,RC_C914_D03_SD00_A04,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_26,Attribute,Operationality,,,#N/A,,3,"Operationality: The governance of collaboration is operational, and collaboration is effectively implemented to meet the surveillance objective. ","Operationality: The governance of collaboration is operational, and collaboration is effectively implemented to meet the surveillance objective. ", ,,N/A,N/A,"19. Operationality of mechanism(s) for steering collaboration including the capacity to advocate for change; 
20. Existence of appropriate feed-back loop in mechanism(s) for steering collaboration; 
24. Operationality of mechanism(s) for coordinating collaboration including the capacity to advocate change; 
25. Existence of appropriate feed-back loop in mechanism(s) for steering collaboration; 
29. Operationality of mechanism(s) for supporting scientifically and technically collaboration including the capacity to advocate for change; 
30. Existence of appropriate feedback loop for supporting scientifically and technically collaboration; 
39. Relevance of the information produced by multi-sectoral surveillance system regarding the collaborative objective(s); 
47. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for surveillance design to meet the collaborative objective(s); 
50. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for sampling to meet the collaborative objective(s); 
53. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for laboratory testing to meet the collaborative objective(s); 
56. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for data sharing to meet the collaborative objective(s); 
59. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for results sharing to meet the collaborative objective(s); 
62. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for data management/storage to meet the collaborative objective(s); 
65. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for data analysis and interpretation to meet the collaborative objective(s); 
68. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for communication of surveillance results to surveillance actors, to meet the collaborative objective(s); 
71. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for external communication of surveillance results to meet the collaborative objective(s); 
74. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for dissemination of surveillance results to meet the collaborative objective(s).",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Operationality,Pending,Collaboration,Operations actors ,N/A,Operationality,Pending
717,5,914,RC_C914_D03_SD00_A05,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_27,Attribute,Resources,,,#N/A,,4,Resources: The mechanisms for resources allocation are defined. The resources are appropriate and available for the effective implementation of activities of collaboration.,Resources: The mechanisms for resources allocation are defined. The resources are appropriate and available for the effective implementation of activities of collaboration., ,,N/A,N/A,"14. Definition of specific mechanisms for financial, material and human resources allocation in the collaborative strategy; 
15. Allocation of relevant financial, material and human resources for the implementation of collaborative modalities; 
21. Availability of all appropriate resources to support mechanism(s) for steering collaboration; 
26. Availability of all appropriate resources to support mechanism(s) for coordinating collaboration; 
32. Accessibility of initial training in relevant timeframe for operating actors involved in collaborative activities; 
35. Accessibility of ongoing training in relevant timeframe for operating actors involved in collaborative activities; 
48. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for surveillance design; 
51. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for sampling; 
54. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for laboratory testing; 
57. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for data sharing; 
60. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for results sharing; 
63. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for data management/storage; 
66. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for data analysis and interpretation; 
69. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for communication of surveillance results to surveillance actors,; 
72. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for external communication of surveillance results; 
75. Availability of appropriate resources (financial, technical, material and human) to implement the collaborative activities for dissemination of surveillance results. ",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Pending,Pending,Collaboration,Operations actors ,Pending,Pending,Pending
724,5,914,RC_C914_D03_SD00_A07,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_29,Attribute,Inclusiveness,,,#N/A,,5,"Inclusiveness: Relevant surveillance actors and end-users participate in governance mechanisms. Roles in collaboration are adequately allocated to actors with regard their mandates and competencies. At the relevant dimensions, corresponding actors and data sources are considered to meet the collaborative objective(s).","Inclusiveness: Relevant surveillance actors and end-users participate in governance mechanisms. Roles in collaboration are adequately allocated to actors with regard their mandates and competencies. At the relevant dimensions, corresponding actors and data sources are considered to meet the collaborative objective(s).", ,,N/A,N/A,"12. Relevance of the collaborative dimensions (sectors, disciplines, decision making scales, professions) considered in the multi-sectoral surveillance system regarding the collaborative objective(s) and context; 
13. Relevance of the data sources included in the multi-sectoral surveillance system regarding the collaborative objective(s) and context; 
16. Adequation between areas of action, and roles and responsibilities assigned in the multi-sectoral surveillance system (collaborative and sectoral activities) regarding professional competencies; 
18. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the steering mechanism(s) for collaboration (inclusion, participation and appropriate voice); 
23. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the coordinating mechanism(s) for collaboration (inclusion, participation and appropriate voice); 
28. Representativeness of all appropriate actors from relevant sectors, decisions scales and disciplines for supporting scientifically and technically collaboration (inclusion, participation and appropriate voice). ",,,Pending,governance,governance,Organizational attributes,Support functions attributes,Governance,governance,Inclusiveness,Pending,Collaboration,Operations actors ,N/A,Inclusiveness,Pending
727,5,914,RC_C914_D03_SD00_A08,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_30,Attribute,Shared leadership,,,#N/A,,6,"Shared leadership: Governance mechanisms are appropriate to guide the operation of collaboration in the multi-sectoral surveillance system. They provide a trustworthy environment where stakeholders can freely express their views and be heard, creating mutual understanding. ","Shared leadership: Governance mechanisms are appropriate to guide the operation of collaboration in the multi-sectoral surveillance system. They provide a trustworthy environment where stakeholders can freely express their views and be heard, creating mutual understanding. ", ,,N/A,N/A,"4. Endorsement of the documents where the rationale, the objective(s) and purpose of collaboration, and the areas of actions by all stakeholders from different sectors, disciplines and decision scales involved; 
5. Relevance of the collaborative objective(s) and purpose regarding actors and end-users' expectations (including meeting the sectoral objectives); 
18. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the steering mechanism(s) for collaboration (inclusion, participation and appropriate voice); 
19. Operationality of mechanism(s) for steering collaboration including the capacity to advocate for change; 
23. Representativeness of all appropriate actors and end-users from relevant sectors, decisions scales and disciplines in the coordinating mechanism(s) for collaboration (inclusion, participation and appropriate voice); 
24. Operationality of mechanism(s) for coordinating collaboration including the capacity to advocate change; 
28. Representativeness of all appropriate actors from relevant sectors, decisions scales and disciplines for supporting scientifically and technically collaboration (inclusion, participation and appropriate voice); 
29. Operationality of mechanism(s) for supporting scientifically and technically collaboration including the capacity to advocate for change.",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Shared leadership,Pending,Collaboration,Operations actors ,N/A,Shared leadership,Pending
730,5,914,RC_C914_D03_SD00_A09,bordierOneHealthSurveillance2019,Bordier 2019,2019,Functional Attributes,Z_Additional_Theme_31,Attribute,System knowledge,,,#N/A,,7,"System knowledge: The multi-sectoral surveillance system has a comprehensive and accessible institutional memory and demonstrates an effective communication system. Stakeholders (surveillance actors and end-users) have access to relevant information about the collaborative surveillance organisation and outputs. Surveillance data and results are shared at a relevant level, with regard to collaborative objective and context.","System knowledge: The multi-sectoral surveillance system has a comprehensive and accessible institutional memory and demonstrates an effective communication system. Stakeholders (surveillance actors and end-users) have access to relevant information about the collaborative surveillance organisation and outputs. Surveillance data and results are shared at a relevant level, with regard to collaborative objective and context.", ,,N/A,N/A,"12. Relevance of the collaborative dimensions (sectors, disciplines, decision making scales, professions) considered in the multi-sectoral surveillance system regarding the collaborative objective(s) and context; 
13. Relevance of the data sources included in the multi-sectoral surveillance system regarding the collaborative objective(s) and context; 
29. Operationality of mechanism(s) for supporting scientifically and technically collaboration including the capacity to advocate for change; 
33. Relevance of initial training for operating actors involved in collaborative activities with the collaborative modalities and collaborative context; 
36. Relevance of ongoing training for operating actors involved in collaborative activities with the collaborative modalities and collaborative context; 
37. Existence of an institutional memory including all information related to the rationale of collaboration, to the organisation and functioning of the multi-sectoral surveillance system and to the outputs of the multi-sectoral surveillance system; 
38. Accessibility of the institutional memory to surveillance actors and end-users; 
39. Relevance of the information produced by multi-sectoral surveillance system regarding the collaborative objective(s); 
40. Appropriateness of the communication (both in terms of content and means) of the information produced by the multi-sectoral surveillance system to surveillance actors and end users; 
56. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for data sharing to meet the collaborative objective(s); 
59. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for results sharing to meet the collaborative objective(s); 
65. Appropriateness of the outputs of collaborative activities (including sectoral surveillance capacities) for data analysis and interpretation to meet the collaborative objective(s)",,,Pending,governance,governance,Organizational attributes,Support function attributes,Governance,governance,Institutional memory; relevance (collaboration; internal communication and dissemination; external communication and dissemination,Pending,Collaboration,Operations actors ,N/A,Institutional memory; relevance (collaboration; internal communication and dissemination; external communication and dissemination,Pending
,,914,RC_C914_D01_SD00_A00,bordierOneHealthSurveillance2019,Bordier 2019,2019,N/A,Z_Domain_01,Domain,Organizational Attributes - Governance Level,76,,,1,,"Governance and operation attributes on the organization of multisectorial collaboration.

G.1 Formalization and endorsement of the collaborative surveillance strategy
G.2 Relevance of collaborative objective(s) and purpose
G.3 Formalization of collaborative modalities
G.4 Relevance of collaborative modalities
G.5 Coverage
G.6 Governance of resources for collaboration
G.7 Mechanism(s) for steering collaboration
G.8 Mechanism(s) for coordinating collaboration
G.9 Mechanism(s) for technically and scientifically supporting collaboration
G.10 Training
G.11 Information and communication
G.12 Performance and evaluation
G.13 Engagement","Governance and operation attributes on the organization of multisectorial collaboration.

G.1 Formalization and endorsement of the collaborative surveillance strategy
G.2 Relevance of collaborative objective(s) and purpose
G.3 Formalization of collaborative modalities
G.4 Relevance of collaborative modalities
G.5 Coverage
G.6 Governance of resources for collaboration
G.7 Mechanism(s) for steering collaboration
G.8 Mechanism(s) for coordinating collaboration
G.9 Mechanism(s) for technically and scientifically supporting collaboration
G.10 Training
G.11 Information and communication
G.12 Performance and evaluation
G.13 Engagement",,N/A,,,,,,,missing,,,,,,,,,,,,
,,914,RC_C914_D02_SD00_A00,bordierOneHealthSurveillance2019,Bordier 2019,2019,N/A,Z_Domain_02,Domain,Organizational Attributes - Operational Level,77,,,2,,"Governance and operation
attributes on the organization of multisectorial collaboration.

O.1 Collaboration for surveillance design
O.2 Collaboration for sampling
O.3 Collaboration for laboratory testing
O.4 Collaboration for data sharing
O.5 Collaboration for sharing surveillance results
O.6 Collaboration for data management and storage
O.7 Collaboration for data analysis and interpretation
O.8 Collaboration for communication to surveillance actors
O.9 Collaboration for external communication
O.10 Collaboration for dissemination to beneficiaries

","Governance and operation
attributes on the organization of multisectorial collaboration.

O.1 Collaboration for surveillance design
O.2 Collaboration for sampling
O.3 Collaboration for laboratory testing
O.4 Collaboration for data sharing
O.5 Collaboration for sharing surveillance results
O.6 Collaboration for data management and storage
O.7 Collaboration for data analysis and interpretation
O.8 Collaboration for communication to surveillance actors
O.9 Collaboration for external communication
O.10 Collaboration for dissemination to beneficiaries

",,N/A,,,,,,,missing,,,,,,,,,,,,
,,914,RC_C914_D03_SD00_A00,bordierOneHealthSurveillance2019,Bordier 2019,2019,N/A,Z_Domain_03,Domain,Functional Attributes,78,,,3,,"Functional attributes on the qualities of core collaboration functions required for an effective multisectoral surveillance system.

Stability
Relevance
Operationality
Acceptability
Resources
Adaptability
Inclusiveness
Shared leadership
System knowledge","Functional attributes on the qualities of core collaboration functions required for an effective multisectoral surveillance system.

Stability
Relevance
Operationality
Acceptability
Resources
Adaptability
Inclusiveness
Shared leadership
System knowledge",,N/A,,,,,,,missing,,,,,,,,,,,,
502,5,914,RC_C914_D01_SD00_A05,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_05,Attribute,Coverage,,,#N/A,,10,Coverage: Relevance of the dimensions and data sources covered by the multi-sectoral surveillance system regarding the collaborative objective(s) and context.,Coverage: Relevance of the dimensions and data sources covered by the multi-sectoral surveillance system regarding the collaborative objective(s) and context., ,,N/A,N/A,"12. Relevance of the collaborative dimensions (sectors, disciplines, decision making scales, professions) considered in the multi-sectoral surveillance system regarding the collaborative objective(s) and context.; 
13. Relevance of the data sources included in the multi-sectoral surveillance system regarding the collaborative objective(s) and context.",,,Pertinence,missing,,Effectiveness attributes,Inclusion attributes,Coverage,relevance,Coverage ,Pending,Financial performance and resources,Impact,N/A,N/A,Pending
601,5,914,RC_C914_D01_SD00_A12,bordierOneHealthSurveillance2019,Bordier 2019,2019,Organizational Attributes - Governance Level,Z_Additional_Theme_12,Attribute,Performance and evaluation,,,#N/A,,11,Performance and evaluation: Existence of specific performance indicators of collaboration routinely used and of periodic external evaluations of collaboration.,Performance and evaluation: Existence of specific performance indicators of collaboration routinely used and of periodic external evaluations of collaboration., ,,N/A,N/A,"41. Existence and relevance of specific performance indicators of collaboration routinely used.; 
42. Existence of periodic external evaluation of collaboration or of the multi-sectoral surveillance system (including evaluation of collaboration).; 
43. Existence of periodic internal evaluation of collaboration or of the multi-sectoral surveillance system (including evaluation of collaboration).;
44. Implementation of corrective measures, if deemed necessary following performance monitoring and evaluation results. ",,,Pending,performanceMonitoringAndEvaluation,,Organizational attributes,Support function attributes,Performance monitoring and evaluation,N/A,Pending,Exclude,Collaboration,Operations actors ,Pending,Pending,Pending
